2021-05-24 12:43:10,330 - HyperTuner_objective - INFO - ObjValue=-0.6824944019 -- Params={'act_func_1': <class 'torch.nn.modules.activation.Tanh'>, 'act_func_2': <class 'torch.nn.modules.activation.Tanh'>, 'batch_size': 447, 'epoch': 3, 'hidden_size': 449, 'lr': 0.7406471423269038}
2021-05-24 12:45:46,601 - HyperTuner_objective - INFO - ObjValue=-0.6923381090 -- Params={'act_func_1': <class 'torch.nn.modules.activation.Tanh'>, 'act_func_2': <class 'torch.nn.modules.activation.Tanh'>, 'batch_size': 497, 'epoch': 1, 'hidden_size': 456, 'lr': 1.4645868021022228}
2021-05-24 12:45:47,530 - HyperTuner_objective - INFO - ObjValue=-0.6724784970 -- Params={'act_func_1': <class 'torch.nn.modules.activation.Tanh'>, 'act_func_2': <class 'torch.nn.modules.activation.Tanh'>, 'batch_size': 452, 'epoch': 1, 'hidden_size': 474, 'lr': 1.0481360363020324}
2021-05-24 12:45:48,464 - HyperTuner_objective - INFO - ObjValue=-0.6905551553 -- Params={'act_func_1': <class 'torch.nn.modules.activation.Tanh'>, 'act_func_2': <class 'torch.nn.modules.activation.Tanh'>, 'batch_size': 449, 'epoch': 1, 'hidden_size': 474, 'lr': 0.9684040399785965}
2021-05-24 12:45:49,430 - HyperTuner_objective - INFO - ObjValue=-0.6868329048 -- Params={'act_func_1': <class 'torch.nn.modules.activation.Tanh'>, 'act_func_2': <class 'torch.nn.modules.activation.Tanh'>, 'batch_size': 460, 'epoch': 1, 'hidden_size': 479, 'lr': 1.1009446803957166}
2021-05-24 12:45:50,329 - HyperTuner_objective - INFO - ObjValue=-0.7205526233 -- Params={'act_func_1': <class 'torch.nn.modules.activation.Tanh'>, 'act_func_2': <class 'torch.nn.modules.activation.Tanh'>, 'batch_size': 506, 'epoch': 1, 'hidden_size': 450, 'lr': 1.295296411704475}
2021-05-24 12:45:51,215 - HyperTuner_objective - INFO - ObjValue=-0.7159113288 -- Params={'act_func_1': <class 'torch.nn.modules.activation.Tanh'>, 'act_func_2': <class 'torch.nn.modules.activation.Tanh'>, 'batch_size': 506, 'epoch': 1, 'hidden_size': 477, 'lr': 1.3033904203080307}
2021-05-24 12:45:51,997 - HyperTuner_objective - INFO - ObjValue=-0.6933819056 -- Params={'act_func_1': <class 'torch.nn.modules.activation.Tanh'>, 'act_func_2': <class 'torch.nn.modules.activation.Tanh'>, 'batch_size': 506, 'epoch': 1, 'hidden_size': 450, 'lr': 1.4291228380729577}
2021-05-24 12:45:52,885 - HyperTuner_objective - INFO - ObjValue=-0.6659835577 -- Params={'act_func_1': <class 'torch.nn.modules.activation.Tanh'>, 'act_func_2': <class 'torch.nn.modules.activation.Tanh'>, 'batch_size': 434, 'epoch': 1, 'hidden_size': 450, 'lr': 1.3880807896644043}
2021-05-24 12:45:56,254 - HyperTuner_objective - INFO - ObjValue=-0.6486338377 -- Params={'act_func_1': <class 'torch.nn.modules.activation.Tanh'>, 'act_func_2': <class 'torch.nn.modules.activation.Tanh'>, 'batch_size': 484, 'epoch': 4, 'hidden_size': 459, 'lr': 1.2476119992986778}
2021-05-24 12:45:57,087 - HyperTuner_objective - INFO - ObjValue=-0.6921175122 -- Params={'act_func_1': <class 'torch.nn.modules.activation.Tanh'>, 'act_func_2': <class 'torch.nn.modules.activation.Tanh'>, 'batch_size': 432, 'epoch': 1, 'hidden_size': 440, 'lr': 0.8843431596510881}
2021-05-24 12:45:59,730 - HyperTuner_objective - INFO - ObjValue=-0.6949221492 -- Params={'act_func_1': <class 'torch.nn.modules.activation.Tanh'>, 'act_func_2': <class 'torch.nn.modules.activation.Tanh'>, 'batch_size': 464, 'epoch': 3, 'hidden_size': 451, 'lr': 0.9435237841128297}
2021-05-24 12:46:00,646 - HyperTuner_objective - INFO - ObjValue=-0.7158774137 -- Params={'act_func_1': <class 'torch.nn.modules.activation.Tanh'>, 'act_func_2': <class 'torch.nn.modules.activation.Tanh'>, 'batch_size': 491, 'epoch': 1, 'hidden_size': 469, 'lr': 0.9811011405491125}
2021-05-24 12:46:01,514 - HyperTuner_objective - INFO - ObjValue=-0.7119066715 -- Params={'act_func_1': <class 'torch.nn.modules.activation.Tanh'>, 'act_func_2': <class 'torch.nn.modules.activation.Tanh'>, 'batch_size': 477, 'epoch': 1, 'hidden_size': 462, 'lr': 1.1369800248355606}
2021-05-24 12:46:02,304 - HyperTuner_objective - INFO - ObjValue=-0.7121728063 -- Params={'act_func_1': <class 'torch.nn.modules.activation.Tanh'>, 'act_func_2': <class 'torch.nn.modules.activation.Tanh'>, 'batch_size': 510, 'epoch': 1, 'hidden_size': 438, 'lr': 1.1779412028596457}
2021-05-24 12:46:05,486 - HyperTuner_objective - INFO - ObjValue=-0.6637720466 -- Params={'act_func_1': <class 'torch.nn.modules.activation.Tanh'>, 'act_func_2': <class 'torch.nn.modules.activation.Tanh'>, 'batch_size': 459, 'epoch': 4, 'hidden_size': 446, 'lr': 1.2190132489618133}
2021-05-24 12:46:06,548 - HyperTuner_objective - INFO - ObjValue=-0.6974548697 -- Params={'act_func_1': <class 'torch.nn.modules.activation.Tanh'>, 'act_func_2': <class 'torch.nn.modules.activation.Tanh'>, 'batch_size': 431, 'epoch': 1, 'hidden_size': 478, 'lr': 1.3398733170582688}
2021-05-24 12:46:09,084 - HyperTuner_objective - INFO - ObjValue=-0.6838926077 -- Params={'act_func_1': <class 'torch.nn.modules.activation.Tanh'>, 'act_func_2': <class 'torch.nn.modules.activation.Tanh'>, 'batch_size': 487, 'epoch': 3, 'hidden_size': 460, 'lr': 1.1953277611576762}
2021-05-24 12:46:10,051 - HyperTuner_objective - INFO - ObjValue=-0.6644111276 -- Params={'act_func_1': <class 'torch.nn.modules.activation.Tanh'>, 'act_func_2': <class 'torch.nn.modules.activation.Tanh'>, 'batch_size': 454, 'epoch': 1, 'hidden_size': 482, 'lr': 1.2674436855567817}
2021-05-24 12:46:11,086 - HyperTuner_objective - INFO - ObjValue=-0.7030072212 -- Params={'act_func_1': <class 'torch.nn.modules.activation.Tanh'>, 'act_func_2': <class 'torch.nn.modules.activation.Tanh'>, 'batch_size': 435, 'epoch': 1, 'hidden_size': 484, 'lr': 1.066449990852725}
2021-05-24 12:46:14,598 - HyperTuner_objective - INFO - ObjValue=-0.6532319784 -- Params={'act_func_1': <class 'torch.nn.modules.activation.Tanh'>, 'act_func_2': <class 'torch.nn.modules.activation.Tanh'>, 'batch_size': 472, 'epoch': 4, 'hidden_size': 474, 'lr': 1.1081595446840287}
2021-05-24 12:46:15,522 - HyperTuner_objective - INFO - ObjValue=-0.7089641690 -- Params={'act_func_1': <class 'torch.nn.modules.activation.Tanh'>, 'act_func_2': <class 'torch.nn.modules.activation.Tanh'>, 'batch_size': 478, 'epoch': 1, 'hidden_size': 483, 'lr': 0.9312632443562302}
2021-05-24 12:46:16,399 - HyperTuner_objective - INFO - ObjValue=-0.6923848391 -- Params={'act_func_1': <class 'torch.nn.modules.activation.Tanh'>, 'act_func_2': <class 'torch.nn.modules.activation.Tanh'>, 'batch_size': 440, 'epoch': 1, 'hidden_size': 449, 'lr': 1.0097580837778095}
2021-05-24 12:46:19,053 - HyperTuner_objective - INFO - ObjValue=-0.6875953078 -- Params={'act_func_1': <class 'torch.nn.modules.activation.Tanh'>, 'act_func_2': <class 'torch.nn.modules.activation.Tanh'>, 'batch_size': 421, 'epoch': 3, 'hidden_size': 447, 'lr': 0.8367005415817996}
2021-05-24 12:46:20,026 - HyperTuner_objective - INFO - ObjValue=-0.7143997550 -- Params={'act_func_1': <class 'torch.nn.modules.activation.Tanh'>, 'act_func_2': <class 'torch.nn.modules.activation.Tanh'>, 'batch_size': 419, 'epoch': 1, 'hidden_size': 471, 'lr': 0.9023120018306491}
2021-05-24 12:46:20,904 - HyperTuner_objective - INFO - ObjValue=-0.7010339499 -- Params={'act_func_1': <class 'torch.nn.modules.activation.Tanh'>, 'act_func_2': <class 'torch.nn.modules.activation.Tanh'>, 'batch_size': 473, 'epoch': 1, 'hidden_size': 465, 'lr': 1.1475238499624687}
2021-05-24 12:46:24,410 - HyperTuner_objective - INFO - ObjValue=-0.6541796923 -- Params={'act_func_1': <class 'torch.nn.modules.activation.Tanh'>, 'act_func_2': <class 'torch.nn.modules.activation.Tanh'>, 'batch_size': 447, 'epoch': 4, 'hidden_size': 480, 'lr': 1.3756127828670492}
2021-05-24 12:46:25,415 - HyperTuner_objective - INFO - ObjValue=-0.7071075439 -- Params={'act_func_1': <class 'torch.nn.modules.activation.Tanh'>, 'act_func_2': <class 'torch.nn.modules.activation.Tanh'>, 'batch_size': 494, 'epoch': 1, 'hidden_size': 473, 'lr': 1.079421541773311}
2021-05-24 12:46:26,255 - HyperTuner_objective - INFO - ObjValue=-0.7033520937 -- Params={'act_func_1': <class 'torch.nn.modules.activation.Tanh'>, 'act_func_2': <class 'torch.nn.modules.activation.Tanh'>, 'batch_size': 417, 'epoch': 1, 'hidden_size': 436, 'lr': 0.8104734230897437}
2021-05-24 12:46:28,660 - HyperTuner_objective - INFO - ObjValue=-0.6858824492 -- Params={'act_func_1': <class 'torch.nn.modules.activation.Tanh'>, 'act_func_2': <class 'torch.nn.modules.activation.Tanh'>, 'batch_size': 501, 'epoch': 3, 'hidden_size': 464, 'lr': 1.4140173320695935}
2021-05-24 12:46:29,546 - HyperTuner_objective - INFO - ObjValue=-0.6954829097 -- Params={'act_func_1': <class 'torch.nn.modules.activation.Tanh'>, 'act_func_2': <class 'torch.nn.modules.activation.Tanh'>, 'batch_size': 485, 'epoch': 1, 'hidden_size': 454, 'lr': 1.0288541120164503}
2021-05-24 12:46:30,462 - HyperTuner_objective - INFO - ObjValue=-0.6909025908 -- Params={'act_func_1': <class 'torch.nn.modules.activation.Tanh'>, 'act_func_2': <class 'torch.nn.modules.activation.Tanh'>, 'batch_size': 457, 'epoch': 1, 'hidden_size': 456, 'lr': 0.8488914903444464}
2021-05-24 12:46:33,873 - HyperTuner_objective - INFO - ObjValue=-0.6539734602 -- Params={'act_func_1': <class 'torch.nn.modules.activation.Tanh'>, 'act_func_2': <class 'torch.nn.modules.activation.Tanh'>, 'batch_size': 488, 'epoch': 4, 'hidden_size': 439, 'lr': 1.4946325827143339}
2021-05-24 12:46:34,837 - HyperTuner_objective - INFO - ObjValue=-0.6978847980 -- Params={'act_func_1': <class 'torch.nn.modules.activation.Tanh'>, 'act_func_2': <class 'torch.nn.modules.activation.Tanh'>, 'batch_size': 465, 'epoch': 1, 'hidden_size': 457, 'lr': 1.286234272173897}
2021-05-24 12:46:37,741 - HyperTuner_objective - INFO - ObjValue=-0.6886227131 -- Params={'act_func_1': <class 'torch.nn.modules.activation.Tanh'>, 'act_func_2': <class 'torch.nn.modules.activation.Tanh'>, 'batch_size': 420, 'epoch': 3, 'hidden_size': 450, 'lr': 1.0517810636364433}
2021-05-24 12:46:38,767 - HyperTuner_objective - INFO - ObjValue=-0.6939750314 -- Params={'act_func_1': <class 'torch.nn.modules.activation.Tanh'>, 'act_func_2': <class 'torch.nn.modules.activation.Tanh'>, 'batch_size': 433, 'epoch': 1, 'hidden_size': 468, 'lr': 1.448432414456087}
2021-05-24 12:46:39,811 - HyperTuner_objective - INFO - ObjValue=-0.6672097445 -- Params={'act_func_1': <class 'torch.nn.modules.activation.Tanh'>, 'act_func_2': <class 'torch.nn.modules.activation.Tanh'>, 'batch_size': 453, 'epoch': 1, 'hidden_size': 466, 'lr': 1.1252590971126208}
2021-05-24 12:46:40,836 - HyperTuner_objective - INFO - ObjValue=-0.7181343436 -- Params={'act_func_1': <class 'torch.nn.modules.activation.Tanh'>, 'act_func_2': <class 'torch.nn.modules.activation.Tanh'>, 'batch_size': 462, 'epoch': 1, 'hidden_size': 476, 'lr': 0.9888447256474304}
2021-05-24 12:46:44,517 - HyperTuner_objective - INFO - ObjValue=-0.6640048027 -- Params={'act_func_1': <class 'torch.nn.modules.activation.Tanh'>, 'act_func_2': <class 'torch.nn.modules.activation.Tanh'>, 'batch_size': 498, 'epoch': 4, 'hidden_size': 461, 'lr': 1.314058517690313}
2021-05-24 12:46:45,536 - HyperTuner_objective - INFO - ObjValue=-0.6929544210 -- Params={'act_func_1': <class 'torch.nn.modules.activation.Tanh'>, 'act_func_2': <class 'torch.nn.modules.activation.Tanh'>, 'batch_size': 413, 'epoch': 1, 'hidden_size': 448, 'lr': 0.7000205046270371}
2021-05-24 12:46:46,457 - HyperTuner_objective - INFO - ObjValue=-0.7121016383 -- Params={'act_func_1': <class 'torch.nn.modules.activation.Tanh'>, 'act_func_2': <class 'torch.nn.modules.activation.Tanh'>, 'batch_size': 504, 'epoch': 1, 'hidden_size': 455, 'lr': 0.9312057720093454}
2021-05-24 12:46:49,277 - HyperTuner_objective - INFO - ObjValue=-0.6984944344 -- Params={'act_func_1': <class 'torch.nn.modules.activation.Tanh'>, 'act_func_2': <class 'torch.nn.modules.activation.Tanh'>, 'batch_size': 482, 'epoch': 3, 'hidden_size': 472, 'lr': 0.6163525216259904}
2021-05-24 12:46:50,463 - HyperTuner_objective - INFO - ObjValue=-0.6966114044 -- Params={'act_func_1': <class 'torch.nn.modules.activation.Tanh'>, 'act_func_2': <class 'torch.nn.modules.activation.Tanh'>, 'batch_size': 429, 'epoch': 1, 'hidden_size': 481, 'lr': 0.7601499422467816}
2021-05-24 12:46:51,405 - HyperTuner_objective - INFO - ObjValue=-0.6894598007 -- Params={'act_func_1': <class 'torch.nn.modules.activation.Tanh'>, 'act_func_2': <class 'torch.nn.modules.activation.Tanh'>, 'batch_size': 426, 'epoch': 1, 'hidden_size': 442, 'lr': 0.671912795572023}
2021-05-24 12:46:55,640 - HyperTuner_objective - INFO - ObjValue=-0.6619301438 -- Params={'act_func_1': <class 'torch.nn.modules.activation.Tanh'>, 'act_func_2': <class 'torch.nn.modules.activation.Tanh'>, 'batch_size': 444, 'epoch': 4, 'hidden_size': 463, 'lr': 0.7869721522708051}
2021-05-24 12:46:57,342 - HyperTuner_objective - INFO - ObjValue=-0.7025220394 -- Params={'act_func_1': <class 'torch.nn.modules.activation.Tanh'>, 'act_func_2': <class 'torch.nn.modules.activation.Tanh'>, 'batch_size': 466, 'epoch': 2, 'hidden_size': 437, 'lr': 1.344400144353172}
2021-05-24 12:46:58,156 - HyperTuner_objective - INFO - ObjValue=-0.6986895800 -- Params={'act_func_1': <class 'torch.nn.modules.activation.Tanh'>, 'act_func_2': <class 'torch.nn.modules.activation.Tanh'>, 'batch_size': 446, 'epoch': 1, 'hidden_size': 441, 'lr': 1.2360934798442813}
2021-05-24 12:46:58,980 - HyperTuner_objective - INFO - ObjValue=-0.7047973275 -- Params={'act_func_1': <class 'torch.nn.modules.activation.Tanh'>, 'act_func_2': <class 'torch.nn.modules.activation.Tanh'>, 'batch_size': 470, 'epoch': 1, 'hidden_size': 458, 'lr': 1.1886117574156858}
2021-05-24 12:47:01,733 - HyperTuner_objective - INFO - ObjValue=-0.6868252158 -- Params={'act_func_1': <class 'torch.nn.modules.activation.Tanh'>, 'act_func_2': <class 'torch.nn.modules.activation.Tanh'>, 'batch_size': 456, 'epoch': 3, 'hidden_size': 474, 'lr': 0.8716987822901138}
2021-05-24 12:47:02,732 - HyperTuner_objective - INFO - ObjValue=-0.7171047330 -- Params={'act_func_1': <class 'torch.nn.modules.activation.Tanh'>, 'act_func_2': <class 'torch.nn.modules.activation.Tanh'>, 'batch_size': 505, 'epoch': 1, 'hidden_size': 485, 'lr': 0.9695146579910948}
2021-05-24 12:47:03,750 - HyperTuner_objective - INFO - ObjValue=-0.7206099033 -- Params={'act_func_1': <class 'torch.nn.modules.activation.Tanh'>, 'act_func_2': <class 'torch.nn.modules.activation.Tanh'>, 'batch_size': 428, 'epoch': 1, 'hidden_size': 450, 'lr': 0.7367563181300989}
2021-05-24 12:47:05,966 - HyperTuner_objective - INFO - ObjValue=-0.7140772343 -- Params={'act_func_1': <class 'torch.nn.modules.activation.Tanh'>, 'act_func_2': <class 'torch.nn.modules.activation.Tanh'>, 'batch_size': 428, 'epoch': 2, 'hidden_size': 475, 'lr': 0.5820496658589935}
2021-05-24 12:47:09,739 - HyperTuner_objective - INFO - ObjValue=-0.6692433357 -- Params={'act_func_1': <class 'torch.nn.modules.activation.Tanh'>, 'act_func_2': <class 'torch.nn.modules.activation.Tanh'>, 'batch_size': 428, 'epoch': 4, 'hidden_size': 456, 'lr': 0.7337645898111469}
2021-05-24 12:47:10,576 - HyperTuner_objective - INFO - ObjValue=-0.6914508343 -- Params={'act_func_1': <class 'torch.nn.modules.activation.Tanh'>, 'act_func_2': <class 'torch.nn.modules.activation.Tanh'>, 'batch_size': 460, 'epoch': 1, 'hidden_size': 444, 'lr': 0.8850336988903827}
2021-05-24 12:47:11,455 - HyperTuner_objective - INFO - ObjValue=-0.6872492433 -- Params={'act_func_1': <class 'torch.nn.modules.activation.Tanh'>, 'act_func_2': <class 'torch.nn.modules.activation.Tanh'>, 'batch_size': 474, 'epoch': 1, 'hidden_size': 443, 'lr': 0.5290092590586047}
2021-05-24 12:47:14,327 - HyperTuner_objective - INFO - ObjValue=-0.6955391169 -- Params={'act_func_1': <class 'torch.nn.modules.activation.Tanh'>, 'act_func_2': <class 'torch.nn.modules.activation.Tanh'>, 'batch_size': 423, 'epoch': 3, 'hidden_size': 452, 'lr': 0.753710246187772}
2021-05-24 12:47:15,244 - HyperTuner_objective - INFO - ObjValue=-0.6957650185 -- Params={'act_func_1': <class 'torch.nn.modules.activation.Tanh'>, 'act_func_2': <class 'torch.nn.modules.activation.Tanh'>, 'batch_size': 496, 'epoch': 1, 'hidden_size': 479, 'lr': 0.6607103320523249}
2021-05-24 12:47:17,254 - HyperTuner_objective - INFO - ObjValue=-0.6970055103 -- Params={'act_func_1': <class 'torch.nn.modules.activation.Tanh'>, 'act_func_2': <class 'torch.nn.modules.activation.Tanh'>, 'batch_size': 461, 'epoch': 2, 'hidden_size': 477, 'lr': 0.8241460983791592}
2021-05-24 12:47:18,299 - HyperTuner_objective - INFO - ObjValue=-0.6926195621 -- Params={'act_func_1': <class 'torch.nn.modules.activation.Tanh'>, 'act_func_2': <class 'torch.nn.modules.activation.Tanh'>, 'batch_size': 506, 'epoch': 1, 'hidden_size': 450, 'lr': 0.7037173933235277}
2021-05-24 12:47:19,253 - HyperTuner_objective - INFO - ObjValue=-0.6850430369 -- Params={'act_func_1': <class 'torch.nn.modules.activation.Tanh'>, 'act_func_2': <class 'torch.nn.modules.activation.Tanh'>, 'batch_size': 511, 'epoch': 1, 'hidden_size': 451, 'lr': 0.5541501694710056}
2021-05-24 12:47:20,282 - HyperTuner_objective - INFO - ObjValue=-0.6894742250 -- Params={'act_func_1': <class 'torch.nn.modules.activation.Tanh'>, 'act_func_2': <class 'torch.nn.modules.activation.Tanh'>, 'batch_size': 445, 'epoch': 1, 'hidden_size': 450, 'lr': 0.6010084229353733}
2021-05-24 12:47:21,297 - HyperTuner_objective - INFO - ObjValue=-0.7023953199 -- Params={'act_func_1': <class 'torch.nn.modules.activation.Tanh'>, 'act_func_2': <class 'torch.nn.modules.activation.Tanh'>, 'batch_size': 430, 'epoch': 1, 'hidden_size': 450, 'lr': 0.8612396894648013}
2021-05-24 12:47:22,320 - HyperTuner_objective - INFO - ObjValue=-0.6957052350 -- Params={'act_func_1': <class 'torch.nn.modules.activation.Tanh'>, 'act_func_2': <class 'torch.nn.modules.activation.Tanh'>, 'batch_size': 499, 'epoch': 1, 'hidden_size': 459, 'lr': 0.6370496778903447}
2021-05-24 12:47:23,276 - HyperTuner_objective - INFO - ObjValue=-0.6973081231 -- Params={'act_func_1': <class 'torch.nn.modules.activation.Tanh'>, 'act_func_2': <class 'torch.nn.modules.activation.Tanh'>, 'batch_size': 490, 'epoch': 1, 'hidden_size': 453, 'lr': 0.9409330292642424}
2021-05-24 12:47:24,261 - HyperTuner_objective - INFO - ObjValue=-0.7079928517 -- Params={'act_func_1': <class 'torch.nn.modules.activation.Tanh'>, 'act_func_2': <class 'torch.nn.modules.activation.Tanh'>, 'batch_size': 507, 'epoch': 1, 'hidden_size': 470, 'lr': 0.9040014217278195}
2021-05-24 12:47:25,299 - HyperTuner_objective - INFO - ObjValue=-0.6975682378 -- Params={'act_func_1': <class 'torch.nn.modules.activation.Tanh'>, 'act_func_2': <class 'torch.nn.modules.activation.Tanh'>, 'batch_size': 418, 'epoch': 1, 'hidden_size': 440, 'lr': 0.8025005978853249}
2021-05-24 12:47:26,452 - HyperTuner_objective - INFO - ObjValue=-0.7092368603 -- Params={'act_func_1': <class 'torch.nn.modules.activation.Tanh'>, 'act_func_2': <class 'torch.nn.modules.activation.Tanh'>, 'batch_size': 443, 'epoch': 1, 'hidden_size': 482, 'lr': 1.000693348696546}
2021-05-24 12:47:27,496 - HyperTuner_objective - INFO - ObjValue=-0.7308292389 -- Params={'act_func_1': <class 'torch.nn.modules.activation.Tanh'>, 'act_func_2': <class 'torch.nn.modules.activation.Tanh'>, 'batch_size': 438, 'epoch': 1, 'hidden_size': 438, 'lr': 1.0802929453442454}
2021-05-24 12:47:28,470 - HyperTuner_objective - INFO - ObjValue=-0.6981477141 -- Params={'act_func_1': <class 'torch.nn.modules.activation.Tanh'>, 'act_func_2': <class 'torch.nn.modules.activation.Tanh'>, 'batch_size': 438, 'epoch': 1, 'hidden_size': 438, 'lr': 1.0318554595119473}
2021-05-24 12:47:29,437 - HyperTuner_objective - INFO - ObjValue=-0.7158069015 -- Params={'act_func_1': <class 'torch.nn.modules.activation.Tanh'>, 'act_func_2': <class 'torch.nn.modules.activation.Tanh'>, 'batch_size': 412, 'epoch': 1, 'hidden_size': 438, 'lr': 1.0591694564403358}
2021-05-24 12:47:30,446 - HyperTuner_objective - INFO - ObjValue=-0.6905323863 -- Params={'act_func_1': <class 'torch.nn.modules.activation.Tanh'>, 'act_func_2': <class 'torch.nn.modules.activation.Tanh'>, 'batch_size': 438, 'epoch': 1, 'hidden_size': 462, 'lr': 1.0972510389699295}
2021-05-24 12:47:31,574 - HyperTuner_objective - INFO - ObjValue=-0.7125896811 -- Params={'act_func_1': <class 'torch.nn.modules.activation.Tanh'>, 'act_func_2': <class 'torch.nn.modules.activation.Tanh'>, 'batch_size': 439, 'epoch': 1, 'hidden_size': 484, 'lr': 0.9591057285048983}
2021-05-24 12:47:32,503 - HyperTuner_objective - INFO - ObjValue=-0.6773634553 -- Params={'act_func_1': <class 'torch.nn.modules.activation.Tanh'>, 'act_func_2': <class 'torch.nn.modules.activation.Tanh'>, 'batch_size': 476, 'epoch': 1, 'hidden_size': 438, 'lr': 1.082262580114369}
2021-05-24 12:47:36,294 - HyperTuner_objective - INFO - ObjValue=-0.6576983333 -- Params={'act_func_1': <class 'torch.nn.modules.activation.Tanh'>, 'act_func_2': <class 'torch.nn.modules.activation.Tanh'>, 'batch_size': 481, 'epoch': 4, 'hidden_size': 460, 'lr': 1.1357598431359066}
2021-05-24 12:47:37,357 - HyperTuner_objective - INFO - ObjValue=-0.6988943815 -- Params={'act_func_1': <class 'torch.nn.modules.activation.Tanh'>, 'act_func_2': <class 'torch.nn.modules.activation.Tanh'>, 'batch_size': 422, 'epoch': 1, 'hidden_size': 478, 'lr': 1.1657468598404213}
2021-05-24 12:47:40,337 - HyperTuner_objective - INFO - ObjValue=-0.6845332384 -- Params={'act_func_1': <class 'torch.nn.modules.activation.Tanh'>, 'act_func_2': <class 'torch.nn.modules.activation.Tanh'>, 'batch_size': 469, 'epoch': 3, 'hidden_size': 471, 'lr': 0.9785619716536184}
2021-05-24 12:47:41,260 - HyperTuner_objective - INFO - ObjValue=-0.7207246423 -- Params={'act_func_1': <class 'torch.nn.modules.activation.Tanh'>, 'act_func_2': <class 'torch.nn.modules.activation.Tanh'>, 'batch_size': 442, 'epoch': 1, 'hidden_size': 446, 'lr': 1.0133502776907215}
2021-05-24 12:47:42,259 - HyperTuner_objective - INFO - ObjValue=-0.7056639194 -- Params={'act_func_1': <class 'torch.nn.modules.activation.Tanh'>, 'act_func_2': <class 'torch.nn.modules.activation.Tanh'>, 'batch_size': 414, 'epoch': 1, 'hidden_size': 446, 'lr': 1.0210072963382237}
2021-05-24 12:47:44,144 - HyperTuner_objective - INFO - ObjValue=-0.6983954906 -- Params={'act_func_1': <class 'torch.nn.modules.activation.Tanh'>, 'act_func_2': <class 'torch.nn.modules.activation.Tanh'>, 'batch_size': 442, 'epoch': 2, 'hidden_size': 446, 'lr': 0.9163348740235947}
2021-05-24 12:47:45,065 - HyperTuner_objective - INFO - ObjValue=-0.6974415183 -- Params={'act_func_1': <class 'torch.nn.modules.activation.Tanh'>, 'act_func_2': <class 'torch.nn.modules.activation.Tanh'>, 'batch_size': 467, 'epoch': 1, 'hidden_size': 474, 'lr': 1.1142999818586343}
2021-05-24 12:47:50,548 - HyperTuner_objective - INFO - ObjValue=-0.6568406820 -- Params={'act_func_1': <class 'torch.nn.modules.activation.Tanh'>, 'act_func_2': <class 'torch.nn.modules.activation.Tanh'>, 'batch_size': 442, 'epoch': 4, 'hidden_size': 446, 'lr': 1.0418940772564154}
2021-05-24 12:47:51,584 - HyperTuner_objective - INFO - ObjValue=-0.7059531212 -- Params={'act_func_1': <class 'torch.nn.modules.activation.Tanh'>, 'act_func_2': <class 'torch.nn.modules.activation.Tanh'>, 'batch_size': 493, 'epoch': 1, 'hidden_size': 469, 'lr': 1.2277074782104016}
2021-05-24 12:47:52,786 - HyperTuner_objective - INFO - ObjValue=-0.7205066085 -- Params={'act_func_1': <class 'torch.nn.modules.activation.Tanh'>, 'act_func_2': <class 'torch.nn.modules.activation.Tanh'>, 'batch_size': 479, 'epoch': 1, 'hidden_size': 483, 'lr': 1.1502312679934854}
2021-05-24 12:47:55,649 - HyperTuner_objective - INFO - ObjValue=-0.6795713305 -- Params={'act_func_1': <class 'torch.nn.modules.activation.Tanh'>, 'act_func_2': <class 'torch.nn.modules.activation.Tanh'>, 'batch_size': 441, 'epoch': 3, 'hidden_size': 480, 'lr': 1.0731601044182413}
2021-05-24 12:47:56,591 - HyperTuner_objective - INFO - ObjValue=-0.7150453329 -- Params={'act_func_1': <class 'torch.nn.modules.activation.Tanh'>, 'act_func_2': <class 'torch.nn.modules.activation.Tanh'>, 'batch_size': 489, 'epoch': 1, 'hidden_size': 449, 'lr': 0.9947733559862953}
2021-05-24 12:47:58,453 - HyperTuner_objective - INFO - ObjValue=-0.6898026466 -- Params={'act_func_1': <class 'torch.nn.modules.activation.Tanh'>, 'act_func_2': <class 'torch.nn.modules.activation.Tanh'>, 'batch_size': 475, 'epoch': 2, 'hidden_size': 454, 'lr': 1.2087959200209473}
2021-05-24 12:47:59,358 - HyperTuner_objective - INFO - ObjValue=-0.7185499668 -- Params={'act_func_1': <class 'torch.nn.modules.activation.Tanh'>, 'act_func_2': <class 'torch.nn.modules.activation.Tanh'>, 'batch_size': 500, 'epoch': 1, 'hidden_size': 456, 'lr': 1.094987989803614}
2021-05-24 12:48:00,312 - HyperTuner_objective - INFO - ObjValue=-0.7133343816 -- Params={'act_func_1': <class 'torch.nn.modules.activation.Tanh'>, 'act_func_2': <class 'torch.nn.modules.activation.Tanh'>, 'batch_size': 436, 'epoch': 1, 'hidden_size': 447, 'lr': 1.1792654921852306}
2021-05-24 12:48:03,837 - HyperTuner_objective - INFO - ObjValue=-0.6627714634 -- Params={'act_func_1': <class 'torch.nn.modules.activation.Tanh'>, 'act_func_2': <class 'torch.nn.modules.activation.Tanh'>, 'batch_size': 503, 'epoch': 4, 'hidden_size': 467, 'lr': 0.9569721393409246}
